source,family,T,EL,L
ctrl,arabic_bible,-2.074182,0.187500,-1.843816
ctrl,arabic_bible,-1.963231,0.121212,-2.061707
ctrl,arabic_bible,-2.865265,0.000000,-3.048919
ctrl,arabic_bible,-2.318975,0.212121,-1.871369
ctrl,arabic_bible,-1.770896,0.151515,-1.832581
ctrl,arabic_bible,-2.120615,0.043478,-2.470419
ctrl,arabic_bible,-2.674845,0.088889,-2.575987
ctrl,arabic_bible,-1.972568,0.150000,-1.946379
ctrl,arabic_bible,-2.783141,0.166667,-2.308665
ctrl,arabic_bible,-2.647346,0.178571,-2.186554
ctrl,arabic_bible,-2.989172,0.076923,-2.793489
ctrl,arabic_bible,-2.879710,0.117647,-2.564975
ctrl,arabic_bible,-2.382732,0.208333,-1.921173
ctrl,arabic_bible,-1.875686,0.230769,-1.557222
ctrl,arabic_bible,-2.828461,0.162791,-2.349013
ctrl,arabic_bible,-2.991759,0.038462,-2.955596
ctrl,arabic_bible,-2.881481,0.156250,-2.404599
ctrl,arabic_bible,-1.523696,0.000000,-2.334029
ctrl,arabic_bible,-1.764475,0.214286,-1.566844
ctrl,arabic_bible,-2.924542,0.138889,-2.500096
ctrl,arabic_bible,-2.161190,0.057143,-2.434937
ctrl,arabic_bible,-1.892187,0.200000,-1.694598
ctrl,arabic_bible,-1.832284,0.350000,-1.035834
ctrl,arabic_bible,-2.651356,0.125000,-2.412563
ctrl,arabic_bible,-2.749244,0.035714,-2.837847
ctrl,arabic_bible,-2.416892,0.054054,-2.584102
ctrl,arabic_bible,-2.489662,0.000000,-2.848769
ctrl,arabic_bible,-2.873791,0.175000,-2.322146
ctrl,arabic_bible,-2.356964,0.138889,-2.197647
ctrl,arabic_bible,-2.487764,0.055556,-2.615594
ctrl,arabic_bible,-2.557087,0.200000,-2.048908
ctrl,arabic_bible,-2.118849,0.160000,-1.982539
ctrl,arabic_bible,-1.559631,0.210526,-1.473398
ctrl,arabic_bible,-2.920613,0.083333,-2.730167
ctrl,arabic_bible,-2.364405,0.052632,-2.562078
ctrl,arabic_bible,-1.765210,0.275862,-1.309911
ctrl,arabic_bible,-1.886202,0.200000,-1.691409
ctrl,arabic_bible,-2.388893,0.214286,-1.899582
ctrl,arabic_bible,-2.163210,0.066667,-2.396214
ctrl,arabic_bible,-1.534946,0.157895,-1.680189
ctrl,arabic_bible,-1.341274,0.214286,-1.341330
ctrl,arabic_bible,-2.355594,0.000000,-2.777328
ctrl,arabic_bible,-1.607888,0.105263,-1.939003
ctrl,arabic_bible,-3.036137,0.032258,-3.005168
ctrl,arabic_bible,-2.264264,0.090909,-2.348755
ctrl,arabic_bible,-2.253479,0.277778,-1.562092
ctrl,arabic_bible,-1.664248,0.111111,-1.944597
ctrl,arabic_bible,-1.146490,0.555556,0.188617
ctrl,arabic_bible,-1.830473,0.058824,-2.251682
ctrl,arabic_bible,-1.257799,0.135135,-1.627615
ctrl,arabic_bible,-1.841943,0.184211,-1.733808
ctrl,arabic_bible,-1.955985,0.114286,-2.086791
ctrl,arabic_bible,-2.313501,0.065217,-2.482357
ctrl,arabic_bible,-2.687695,0.100000,-2.536401
ctrl,arabic_bible,-1.863204,0.000000,-2.514944
ctrl,arabic_bible,-2.209665,0.000000,-2.699566
ctrl,arabic_bible,-2.104266,0.066667,-2.364804
ctrl,arabic_bible,-2.083922,0.200000,-1.796769
ctrl,arabic_bible,-1.754448,0.000000,-2.456991
ctrl,arabic_bible,-2.331574,0.222222,-1.835871
ctrl,arabic_bible,-2.421549,0.142857,-2.215480
ctrl,arabic_bible,-1.809850,0.066667,-2.207916
ctrl,arabic_bible,-1.980878,0.250000,-1.532912
ctrl,arabic_bible,-2.002400,0.142857,-1.992125
ctrl,arabic_bible,-1.392255,0.066667,-1.985390
ctrl,arabic_bible,-2.169354,0.117647,-2.186443
ctrl,arabic_bible,-2.360148,0.173913,-2.052980
ctrl,arabic_bible,-1.654719,0.125000,-1.881479
ctrl,arabic_bible,-2.372504,0.043478,-2.604645
ctrl,arabic_bible,-1.831232,0.071429,-2.199411
ctrl,arabic_bible,-2.615467,0.115385,-2.433621
ctrl,arabic_bible,-2.423049,0.160000,-2.144640
ctrl,arabic_bible,-2.254396,0.294118,-1.494297
ctrl,arabic_bible,-2.108772,0.269231,-1.520699
ctrl,arabic_bible,-1.737100,0.285714,-1.253760
ctrl,arabic_bible,-2.232696,0.000000,-2.711838
ctrl,arabic_bible,-1.062865,0.608696,0.455249
ctrl,arabic_bible,-1.810154,0.125000,-1.964306
ctrl,arabic_bible,-2.685332,0.142857,-2.356044
ctrl,arabic_bible,-2.241271,0.112903,-2.244591
ctrl,arabic_bible,-2.901256,0.117647,-2.576457
ctrl,arabic_bible,-3.111179,0.074074,-2.870409
ctrl,arabic_bible,-1.712527,0.200000,-1.598862
ctrl,arabic_bible,-0.606813,0.204545,-0.990657
ctrl,arabic_bible,-1.644750,0.151515,-1.765361
ctrl,arabic_bible,-0.532927,0.600000,0.701302
ctrl,arabic_bible,-3.037914,0.125000,-2.618551
ctrl,arabic_bible,-1.834946,0.157895,-1.840052
ctrl,arabic_bible,-2.294947,0.064516,-2.475400
ctrl,arabic_bible,-2.130687,0.200000,-1.821689
ctrl,arabic_bible,-2.423744,0.140000,-2.228590
ctrl,arabic_bible,-2.209084,0.166667,-2.002764
ctrl,arabic_bible,-2.572454,0.171429,-2.176495
ctrl,arabic_bible,-2.873790,0.000000,-3.053463
ctrl,arabic_bible,-2.600638,0.108696,-2.453672
ctrl,arabic_bible,-2.952430,0.100000,-2.677472
ctrl,arabic_bible,-2.419280,0.076923,-2.489807
ctrl,arabic_bible,-2.576218,0.137931,-2.318485
ctrl,arabic_bible,-2.751607,0.075000,-2.674932
ctrl,arabic_bible,-2.475917,0.048780,-2.637594
ctrl,arabic_bible,-2.370784,0.142857,-2.188429
ctrl,arabic_bible,-2.532342,0.081633,-2.530374
ctrl,arabic_bible,-2.447646,0.162162,-2.148712
ctrl,arabic_bible,-2.161380,0.133333,-2.116642
ctrl,arabic_bible,-1.607349,0.230769,-1.414231
ctrl,arabic_bible,-2.215877,0.187500,-1.919322
ctrl,arabic_bible,-1.942710,0.160000,-1.888679
ctrl,arabic_bible,-2.221237,0.025641,-2.598579
ctrl,arabic_bible,-2.343040,0.073171,-2.464861
ctrl,arabic_bible,-2.139168,0.066667,-2.383402
ctrl,arabic_bible,-2.893265,0.083333,-2.715594
ctrl,arabic_bible,-1.913159,0.062500,-2.280380
ctrl,hindawi,-2.903989,0.100000,-2.651660
ctrl,hindawi,-2.805631,0.105263,-2.577252
ctrl,hindawi,-2.560537,0.137931,-2.310129
ctrl,hindawi,-2.627918,0.000000,-2.922443
ctrl,hindawi,-1.658990,0.107143,-1.958378
ctrl,hindawi,-2.848625,0.111111,-2.575724
ctrl,hindawi,-3.363249,0.068966,-3.026080
ctrl,hindawi,-1.883984,0.068966,-2.237814
ctrl,hindawi,-2.449898,0.000000,-2.827580
ctrl,hindawi,-2.841732,0.071429,-2.737883
ctrl,hindawi,-2.637897,0.000000,-2.927760
ctrl,hindawi,-2.562714,0.176471,-2.150235
ctrl,hindawi,-2.313038,0.157895,-2.094816
ctrl,hindawi,-2.748538,0.111111,-2.522390
ctrl,hindawi,-2.563647,0.133333,-2.331000
ctrl,hindawi,-2.882379,0.000000,-3.058039
ctrl,hindawi,-2.622419,0.071429,-2.621016
ctrl,hindawi,-3.125387,0.000000,-3.187532
ctrl,hindawi,-2.467493,0.071429,-2.538460
ctrl,hindawi,-1.778246,0.071429,-2.171176
ctrl,hindawi,-2.208601,0.000000,-2.698999
ctrl,hindawi,-2.389322,0.052632,-2.575356
ctrl,hindawi,-2.908657,0.034483,-2.927940
ctrl,hindawi,-2.635406,0.000000,-2.926433
ctrl,hindawi,-2.850697,0.035714,-2.891908
ctrl,hindawi,-2.169413,0.105263,-2.238226
ctrl,hindawi,-2.460309,0.035714,-2.683880
ctrl,hindawi,-3.167846,0.034483,-3.066056
ctrl,hindawi,-2.111601,0.250000,-1.602571
ctrl,hindawi,-2.703128,0.047619,-2.763523
ctrl,hindawi,-2.263287,0.150000,-2.101296
ctrl,hindawi,-2.782649,0.000000,-3.004896
ctrl,hindawi,-2.617283,0.000000,-2.916776
ctrl,hindawi,-2.420110,0.068966,-2.523503
ctrl,hindawi,-3.184600,0.076923,-2.897628
ctrl,hindawi,-3.441182,0.071429,-3.057316
ctrl,hindawi,-2.860488,0.115385,-2.564187
ctrl,hindawi,-2.321026,0.000000,-2.758907
ctrl,hindawi,-2.086783,0.000000,-2.634085
ctrl,hindawi,-2.647947,0.107143,-2.485371
ctrl,hindawi,-2.179364,0.050000,-2.474471
ctrl,hindawi,-2.796764,0.035714,-2.863169
ctrl,hindawi,-2.459488,0.107143,-2.384946
ctrl,hindawi,-2.973512,0.050000,-2.897654
ctrl,hindawi,-2.815702,0.071429,-2.724012
ctrl,hindawi,-2.632174,0.103448,-2.492405
ctrl,hindawi,-2.479249,0.200000,-2.007430
ctrl,hindawi,-2.630084,0.074074,-2.614045
ctrl,hindawi,-2.641574,0.076923,-2.608262
ctrl,hindawi,-3.125387,0.052632,-2.967587
ctrl,hindawi,-2.640772,0.071429,-2.630796
ctrl,hindawi,-3.176178,0.035714,-3.065349
ctrl,hindawi,-2.863131,0.052632,-2.827838
ctrl,hindawi,-2.888681,0.035714,-2.912149
ctrl,hindawi,-2.537897,0.157895,-2.214638
ctrl,hindawi,-2.777723,0.035714,-2.853022
ctrl,hindawi,-2.792655,0.035714,-2.860979
ctrl,hindawi,-3.422572,0.000000,-3.345895
ctrl,hindawi,-2.814968,0.000000,-3.022118
ctrl,hindawi,-2.935060,0.050000,-2.877164
ctrl,hindawi,-2.883687,0.071429,-2.760239
ctrl,hindawi,-2.305105,0.034483,-2.606322
ctrl,hindawi,-2.567880,0.000000,-2.890450
ctrl,hindawi,-2.227330,0.107143,-2.261234
ctrl,hindawi,-2.236788,0.142857,-2.117026
ctrl,hindawi,-2.485827,0.066667,-2.568129
ctrl,hindawi,-2.317442,0.157895,-2.097163
ctrl,hindawi,-3.132173,0.055556,-2.958985
ctrl,hindawi,-2.882069,0.035714,-2.908626
ctrl,hindawi,-1.314371,0.000000,-2.222484
quran,quran,-0.493395,0.554054,0.530362
quran,quran,-1.339386,0.357143,-0.743330
quran,quran,-2.170385,0.392157,-1.039828
quran,quran,0.899110,0.704082,1.899354
quran,quran,0.723409,0.948454,2.826946
quran,quran,-2.169553,0.272727,-1.538476
quran,quran,-0.210185,0.539683,0.621219
quran,quran,1.011124,0.973684,3.085700
quran,quran,0.933880,0.826087,2.427736
quran,quran,0.665816,0.885057,2.531327
quran,quran,0.708011,0.764706,2.050868
quran,quran,0.631356,0.847458,2.355836
quran,quran,-1.354695,0.606061,0.288728
quran,quran,-0.163936,0.827586,1.849001
quran,quran,0.951359,0.972222,3.047743
quran,quran,-1.377043,0.528302,-0.048131
quran,quran,-1.133359,0.659091,0.628284
quran,quran,0.647909,0.780488,2.084792
quran,quran,-1.118245,0.551724,0.187657
quran,quran,-0.569644,0.635135,0.828564
quran,quran,-1.319414,0.488095,-0.185444
quran,quran,-1.203006,0.603774,0.360002
quran,quran,-1.723619,0.346154,-0.994002
quran,quran,0.932830,0.784091,2.251677
quran,quran,0.492075,0.706897,1.694218
quran,quran,0.334097,0.833333,2.138408
quran,quran,-0.400199,0.617647,0.845776
quran,quran,0.725799,0.891892,2.591851
quran,quran,0.669817,1.000000,3.013798
quran,quran,-0.644425,0.235294,-0.882202
quran,quran,-1.366482,0.477273,-0.255752
quran,quran,-0.901047,0.728814,1.043445
quran,quran,-0.855234,0.666667,0.808149
quran,quran,0.574187,0.885246,2.483287
quran,quran,1.319683,1.000000,3.360096
quran,quran,1.203103,0.831169,2.592436
quran,quran,-0.675065,0.631579,0.757527
quran,quran,-1.472998,0.357143,-0.814529
quran,quran,-1.152780,0.476190,-0.146398
quran,quran,-0.990121,0.434783,-0.232762
quran,quran,-1.369325,0.411765,-0.531022
quran,quran,-0.739694,0.862069,1.686295
quran,quran,0.161660,0.725490,1.595849
quran,quran,-1.394381,0.725490,0.766671
quran,quran,-1.689333,0.674419,0.396072
quran,quran,0.349072,0.925926,2.533328
quran,quran,1.139070,1.000000,3.263852
quran,quran,0.102314,0.894737,2.271499
quran,quran,-0.904235,0.800000,1.339232
quran,quran,-1.484310,0.769231,0.901540
quran,quran,0.788383,1.000000,3.076979
quran,quran,-1.011909,0.775510,1.179513
quran,quran,0.325423,0.923077,2.508821
quran,quran,-1.004211,0.822222,1.378822
quran,quran,-1.387820,0.780488,1.000000
quran,quran,-1.466823,0.750000,0.830494
quran,quran,-1.462660,0.666667,0.484466
quran,quran,0.031858,0.542857,0.763465
quran,quran,-2.251165,0.583333,-0.283956
quran,quran,-1.038203,0.619048,0.511651
quran,quran,-2.329535,0.500000,-0.673964
quran,quran,0.347508,0.888889,2.377719
quran,quran,-1.180704,0.800000,1.191908
quran,quran,-2.266048,0.586207,-0.279879
quran,quran,-1.016152,0.789474,1.235605
quran,quran,0.482492,1.000000,2.913977
quran,quran,0.875489,1.000000,3.123396
quran,quran,-2.029495,0.666667,0.182412
